Attention,Meditation,Familiarity,MentalEffort,Appreciation,SignalQuality,EventTagging,Delta,Theta,Alpha,Beta,Gamma
44.000000,56.000000,13.607756,0.996855,2.000000,1.000000,-1.000000,21.107397,25.535777,17.438103,6.852366,2.461304,
51.000000,48.000000,13.221098,1.379650,2.000000,1.000000,-1.000000,1.120803,1.862207,1.400974,0.606986,0.126441,
41.000000,47.000000,15.314177,1.330180,2.000000,1.000000,-1.000000,1.199766,2.076052,1.467716,0.353454,0.050138,
63.000000,54.000000,14.285336,0.692442,2.000000,1.000000,-1.000000,18.838434,20.837225,11.469919,6.171436,1.294208,
66.000000,61.000000,10.656606,-1.132933,2.000000,1.000000,-1.000000,1.834377,3.356302,2.802747,0.942658,0.223958,
75.000000,61.000000,12.029102,1.324202,2.000000,1.000000,-1.000000,6.958215,6.005993,2.202557,0.765643,0.184167,
84.000000,56.000000,15.319136,-3.683633,2.000000,1.000000,-1.000000,1.715682,1.705842,0.834388,0.405154,0.080342,
78.000000,56.000000,10.516196,0.384397,2.000000,1.000000,-1.000000,5.297238,3.964548,1.316711,0.592941,0.069082,
90.000000,54.000000,14.775846,0.828505,2.000000,1.000000,-1.000000,3.333490,3.527807,0.912706,0.544550,0.121351,
83.000000,63.000000,24.237069,0.414760,2.000000,1.000000,-1.000000,31.524157,21.972488,13.480822,11.433135,1.596329,
78.000000,66.000000,21.392890,1.116852,2.000000,1.000000,-1.000000,10.296171,13.915608,8.969301,6.458404,0.674530,
47.000000,51.000000,21.367848,-0.104930,2.000000,1.000000,-1.000000,4.725010,11.839467,14.566586,11.967613,1.580800,
35.000000,56.000000,19.702992,0.078766,2.000000,1.000000,-1.000000,7.432429,10.468919,6.294498,3.586342,0.695116,
30.000000,61.000000,23.395133,-2.938647,2.000000,1.000000,-1.000000,1.685320,2.337905,1.093164,0.672733,0.119519,
48.000000,60.000000,24.281262,-1.911553,2.000000,1.000000,-1.000000,4.813407,13.817877,13.812568,5.847534,1.919254,
63.000000,66.000000,22.943458,0.848973,2.000000,1.000000,-1.000000,6.753255,9.309489,3.811347,4.337939,1.013601,
70.000000,56.000000,19.536361,-1.022579,2.000000,1.000000,-1.000000,47.465433,34.708598,19.019477,14.200665,3.031919,
70.000000,43.000000,19.900611,0.532304,2.000000,1.000000,-1.000000,2.798066,8.388833,5.567188,4.537881,0.782977,
54.000000,48.000000,16.810924,0.123670,2.000000,1.000000,-1.000000,11.041979,18.030146,12.602176,7.096618,1.139047,
56.000000,47.000000,6.891253,-2.051335,2.000000,1.000000,-1.000000,3.479845,5.818352,5.566576,3.249881,0.755412,
47.000000,56.000000,23.877499,-0.228733,2.000000,1.000000,-1.000000,3.610964,5.611774,4.518480,0.936976,0.360186,
51.000000,63.000000,22.391273,0.062898,2.000000,1.000000,-1.000000,13.764654,8.931874,4.307300,1.447073,0.193115,
51.000000,63.000000,20.088470,0.245600,2.000000,1.000000,-1.000000,14.928838,12.790783,7.781486,1.786474,0.410468,
60.000000,69.000000,17.716074,0.733327,2.000000,1.000000,-1.000000,12.066200,10.984158,7.531405,2.314312,0.554686,
64.000000,63.000000,13.979812,-1.543714,2.000000,1.000000,-1.000000,4.892364,7.718029,5.747259,1.329472,0.313636,
54.000000,63.000000,17.342220,-2.846283,2.000000,1.000000,-1.000000,5.081014,5.022951,2.114636,0.778254,0.147912,
60.000000,63.000000,8.218958,-1.403207,2.000000,1.000000,-1.000000,3.394243,3.227966,3.666093,0.914922,0.377578,
64.000000,60.000000,18.882221,-0.494585,2.000000,1.000000,-1.000000,1.053316,1.462952,1.207906,0.542644,0.074050,
53.000000,60.000000,9.782362,-0.261944,2.000000,1.000000,-1.000000,1.648791,2.655714,1.637578,0.782100,0.138487,
48.000000,53.000000,18.538668,0.121068,2.000000,1.000000,-1.000000,1.469576,1.877665,1.079289,0.390839,0.103571,
60.000000,48.000000,14.385574,-0.491887,3.000000,1.000000,-1.000000,3.187377,4.498883,3.552442,0.837813,0.136479,
51.000000,41.000000,19.554780,0.172869,2.000000,1.000000,-1.000000,17.869885,11.291598,10.731165,17.367366,3.631537,
70.000000,38.000000,12.528749,-0.325071,3.000000,1.000000,-1.000000,4.542252,3.775741,1.348957,1.622309,0.364850,
84.000000,34.000000,15.794089,-0.336050,2.000000,1.000000,-1.000000,4.197778,5.906449,3.103277,0.582027,0.099538,
81.000000,24.000000,10.535272,-2.729162,2.000000,1.000000,-1.000000,5.423729,7.532812,3.421601,0.886079,0.108466,
97.000000,26.000000,10.146901,-0.730938,2.000000,1.000000,-1.000000,5.233102,5.001227,1.850383,0.871039,0.301859,
90.000000,30.000000,-8.841565,-1.788317,2.000000,1.000000,-1.000000,5.407279,6.312440,2.968829,1.801258,0.400685,
97.000000,44.000000,5.197503,-1.079461,2.000000,1.000000,-1.000000,2.968443,3.969296,1.882252,0.765457,0.182694,
87.000000,63.000000,7.700330,-1.456112,2.000000,1.000000,-1.000000,12.035565,15.813468,8.575988,3.181917,0.961704,
61.000000,61.000000,5.500554,-2.074024,2.000000,1.000000,-1.000000,13.766302,26.420569,18.600676,10.816454,1.085951,
60.000000,60.000000,13.279758,-1.728330,2.000000,1.000000,-1.000000,2.661457,3.640451,3.035497,1.365837,0.160342,
54.000000,57.000000,17.283105,-2.045144,2.000000,1.000000,-1.000000,2.662057,4.291381,1.891645,0.718549,0.089071,
60.000000,54.000000,10.266873,-1.389975,2.000000,1.000000,-1.000000,9.616556,12.383963,6.623394,3.856948,0.624009,
53.000000,51.000000,17.900166,-1.081851,2.000000,1.000000,-1.000000,4.085077,6.737874,5.744646,1.420470,0.491891,
50.000000,50.000000,30.389697,-1.137334,2.000000,1.000000,-1.000000,3.219103,2.458677,1.101911,1.048989,0.285319,
50.000000,53.000000,29.543701,-1.581132,2.000000,1.000000,-1.000000,5.378871,4.553881,2.252884,0.782229,0.102306,
51.000000,43.000000,30.024546,-1.794480,2.000000,1.000000,-1.000000,5.076535,4.981081,0.994373,0.342357,0.068164,
74.000000,53.000000,29.019223,-3.703245,2.000000,1.000000,-1.000000,2.543776,3.221868,1.518349,0.585233,0.199004,
77.000000,60.000000,29.031214,-2.725634,2.000000,1.000000,-1.000000,6.681277,9.468107,4.249413,1.260256,0.231677,
81.000000,54.000000,25.532667,-2.483169,2.000000,1.000000,-1.000000,2.275721,3.944230,2.202530,0.870702,0.150652,
80.000000,61.000000,22.531778,-3.580063,2.000000,1.000000,-1.000000,21.032712,17.997763,15.907267,20.628502,3.890405,
70.000000,57.000000,25.125508,-3.494459,2.000000,1.000000,-1.000000,7.781380,5.358988,2.048162,0.733920,0.204576,
69.000000,51.000000,28.970918,-7.263883,2.000000,1.000000,-1.000000,8.556806,6.188772,3.314517,1.575361,0.165666,
56.000000,56.000000,27.566233,-2.522227,2.000000,1.000000,-1.000000,3.659627,2.543847,1.193406,0.464134,0.146023,
66.000000,61.000000,23.902051,-5.112265,2.000000,1.000000,-1.000000,1.981584,3.048848,1.910933,0.574451,0.116748,
78.000000,60.000000,15.038956,-2.471447,2.000000,1.000000,-1.000000,5.633956,10.793258,5.466982,2.334071,0.351840,
78.000000,61.000000,33.587018,-4.038850,2.000000,1.000000,-1.000000,4.732377,6.952646,2.156810,1.661093,0.377992,
84.000000,69.000000,37.960361,-8.148104,2.000000,1.000000,-1.000000,5.112941,2.726285,1.009896,0.909736,0.302664,
66.000000,77.000000,36.301234,-6.897688,2.000000,1.000000,-1.000000,2.840347,3.503450,2.568092,0.962227,0.240556,
67.000000,87.000000,32.751030,-2.275909,2.000000,1.000000,-1.000000,3.337530,2.340668,1.184816,0.866874,0.232940,
77.000000,81.000000,31.739574,-1.707852,2.000000,1.000000,-1.000000,6.629052,8.990935,2.326737,0.841190,0.094044,
77.000000,83.000000,34.494537,-1.031748,2.000000,1.000000,-1.000000,7.213683,5.822310,4.253476,1.607701,0.253496,
74.000000,70.000000,31.701692,-1.849684,2.000000,1.000000,-1.000000,10.478455,5.786672,3.353062,3.797492,0.640586,
61.000000,70.000000,28.853750,-1.189576,2.000000,1.000000,-1.000000,22.087486,11.024093,6.501563,4.990299,2.190005,
51.000000,78.000000,23.508377,-3.893038,2.000000,1.000000,-1.000000,24.864510,28.463035,28.432201,9.126650,3.368081,
43.000000,61.000000,7.391370,-2.284023,2.000000,1.000000,-1.000000,3.576525,5.193531,2.994122,1.070741,0.208681,
47.000000,60.000000,16.082857,-0.965934,2.000000,1.000000,-1.000000,8.405111,12.125655,8.297410,4.877268,2.181221,
44.000000,50.000000,18.335129,-0.186834,2.000000,1.000000,-1.000000,15.846867,11.329775,4.545576,5.034388,0.534150,
60.000000,37.000000,13.513406,-0.119267,2.000000,1.000000,-1.000000,7.970724,12.661157,8.169980,4.943441,1.115509,
77.000000,43.000000,12.642416,-0.085564,2.000000,1.000000,-1.000000,1.261415,2.902854,2.160622,0.796970,0.161961,
88.000000,34.000000,11.614884,-1.525937,2.000000,1.000000,-1.000000,2.665010,6.536866,2.929064,0.915337,0.241777,
88.000000,35.000000,10.506549,-0.601746,2.000000,1.000000,-1.000000,3.782216,2.665240,1.237431,0.799367,0.114860,
93.000000,43.000000,12.918179,0.081468,2.000000,1.000000,-1.000000,18.973066,17.177304,16.351475,16.043024,4.868444,
63.000000,41.000000,11.712328,-1.412246,2.000000,1.000000,-1.000000,54.397922,57.963623,33.871617,22.350027,6.286123,
66.000000,50.000000,11.275773,-0.576732,2.000000,1.000000,-1.000000,5.032951,4.645240,1.208228,0.486080,0.092856,
77.000000,53.000000,7.188895,0.210211,2.000000,1.000000,-1.000000,1.627353,3.556699,1.540081,0.376752,0.048941,
67.000000,56.000000,9.035020,0.466460,2.000000,1.000000,-1.000000,11.479930,17.390115,11.932192,5.794557,1.337503,
83.000000,51.000000,2.097458,-0.016584,2.000000,1.000000,-1.000000,18.927211,22.520739,21.850405,14.367696,4.437008,
64.000000,51.000000,6.104826,-0.004428,2.000000,1.000000,-1.000000,0.576507,1.389988,0.873583,0.242091,0.027269,
67.000000,54.000000,2.170197,-0.042830,2.000000,1.000000,-1.000000,1.404730,1.468592,0.761078,0.371640,0.120029,
54.000000,60.000000,1.565129,-0.578396,2.000000,1.000000,-1.000000,10.263396,9.955676,14.284997,8.748935,1.429408,
64.000000,75.000000,-14.729191,-5.598252,3.000000,1.000000,-1.000000,0.984341,2.389127,2.263044,0.808048,0.059689,
81.000000,77.000000,-5.096333,-1.834177,1.000000,1.000000,-1.000000,75.641327,71.393546,33.862421,17.969664,5.903747,
61.000000,83.000000,-7.930532,-0.081852,2.000000,1.000000,-1.000000,43.667579,31.276665,15.233806,11.243806,3.793720,
66.000000,66.000000,-12.977409,-1.094773,2.000000,1.000000,-1.000000,21.028764,27.638651,32.415571,17.905371,4.316989,
56.000000,60.000000,-9.794492,-0.433584,2.000000,1.000000,-1.000000,25.939586,45.498736,22.285172,11.264270,3.563915,
57.000000,51.000000,-11.302374,-0.193459,2.000000,1.000000,-1.000000,0.470536,0.766388,0.495445,0.305582,0.044552,
78.000000,48.000000,-12.971539,-3.205862,2.000000,1.000000,-1.000000,0.878297,0.910178,0.419779,0.227873,0.049229,
80.000000,50.000000,-14.657131,-0.500756,2.000000,1.000000,-1.000000,0.949703,1.573100,0.944986,0.287500,0.025717,
91.000000,61.000000,-40.523219,0.189826,2.000000,1.000000,-1.000000,2.345701,4.195428,2.659873,0.708711,0.177834,
81.000000,75.000000,-18.679622,-1.095079,2.000000,1.000000,-1.000000,0.746539,2.643595,2.216977,0.667613,0.054536,
69.000000,69.000000,-26.320907,-2.395960,2.000000,1.000000,-1.000000,1.160925,2.219780,1.429641,0.452010,0.157868,
74.000000,81.000000,-15.192926,0.257959,2.000000,1.000000,-1.000000,15.224609,17.524546,23.654940,12.646670,2.466327,
56.000000,64.000000,-16.281766,0.729358,2.000000,1.000000,-1.000000,3.608299,2.932379,1.797507,0.700555,0.261740,
51.000000,64.000000,-19.093909,0.454947,2.000000,1.000000,-1.000000,1.503933,1.904731,0.878922,0.779567,0.183526,
51.000000,70.000000,-18.986356,-5.911503,2.000000,1.000000,-1.000000,1.591156,5.005634,2.497289,0.726808,0.121388,
53.000000,64.000000,-27.476912,-0.004137,2.000000,1.000000,-1.000000,2.221264,3.067579,1.537841,0.401187,0.072835,
67.000000,78.000000,-31.042550,-0.674192,2.000000,1.000000,-1.000000,2.167296,1.445848,0.578903,0.497439,0.113554,
63.000000,74.000000,-33.982930,-1.884982,2.000000,1.000000,-1.000000,17.575023,17.454661,17.779210,9.594583,2.603371,
56.000000,63.000000,-37.212067,-0.736223,2.000000,1.000000,-1.000000,11.604291,13.496161,8.575411,3.991564,0.942751,
41.000000,63.000000,-43.644308,-1.792388,4.000000,1.000000,-1.000000,7.076237,14.459178,15.787529,11.749669,2.105972,
30.000000,53.000000,-42.630870,0.428913,2.000000,1.000000,-1.000000,1.277309,2.856679,2.850680,1.546380,0.242115,
30.000000,54.000000,-45.663639,-1.055236,2.000000,1.000000,-1.000000,1.111710,2.800745,1.623558,0.480142,0.127849,
44.000000,63.000000,-48.370488,0.597032,2.000000,1.000000,-1.000000,1.252231,2.495679,1.517995,0.778023,0.184442,
54.000000,70.000000,-47.071947,-0.715349,2.000000,1.000000,-1.000000,1.165472,3.203408,2.710912,0.831286,0.167220,
67.000000,70.000000,-55.564730,0.571568,2.000000,1.000000,-1.000000,4.620164,7.715489,5.664884,2.702829,0.741752,
67.000000,74.000000,-55.541201,0.374950,2.000000,1.000000,-1.000000,1.860393,3.263196,2.363444,1.496190,0.239873,
64.000000,77.000000,-57.672296,0.027974,2.000000,1.000000,-1.000000,2.790359,3.315496,1.580552,0.666919,0.106758,
61.000000,80.000000,-58.893327,0.964698,2.000000,1.000000,-1.000000,1.725491,3.472065,1.719765,0.822646,0.254631,
51.000000,93.000000,-56.891381,-1.613801,2.000000,1.000000,-1.000000,2.312779,3.500355,1.443922,0.573523,0.126576,
47.000000,100.000000,-67.240046,1.491841,2.000000,1.000000,-1.000000,1.565556,2.356719,1.129963,0.663102,0.150128,
44.000000,100.000000,-56.416965,-1.752783,2.000000,1.000000,-1.000000,2.050617,4.511384,2.239537,0.998252,0.140738,
40.000000,100.000000,-66.673987,-0.211495,2.000000,1.000000,-1.000000,0.520954,1.353243,1.032999,0.712295,0.221105,
34.000000,100.000000,-65.800578,0.902799,2.000000,1.000000,-1.000000,13.279700,6.803733,6.877647,7.009894,0.949432,
34.000000,94.000000,-67.249450,0.708346,2.000000,1.000000,-1.000000,10.247897,4.848084,5.745938,4.103218,0.605095,
26.000000,78.000000,-71.651694,0.568439,2.000000,1.000000,-1.000000,34.634365,38.224569,22.267807,10.213153,4.070775,
27.000000,67.000000,-76.765575,-3.668297,2.000000,1.000000,-1.000000,37.200410,25.388086,35.811831,19.028332,3.260583,
29.000000,48.000000,-92.685686,-0.909859,1.000000,1.000000,-1.000000,1.254347,1.962763,1.512991,0.659855,0.091130,
35.000000,51.000000,-76.605337,-1.585409,2.000000,1.000000,-1.000000,4.054279,4.315799,1.610501,0.883883,0.125957,
34.000000,47.000000,-105.236807,0.562310,2.000000,1.000000,-1.000000,0.882922,2.857921,2.449602,1.481940,0.250138,
30.000000,38.000000,-88.982203,-5.785003,2.000000,1.000000,-1.000000,3.631694,3.120481,0.887283,0.847857,0.156150,
47.000000,48.000000,-78.370065,-0.759041,2.000000,1.000000,-1.000000,0.642746,1.298102,0.906845,0.553569,0.097146,
43.000000,50.000000,-74.951659,0.055183,2.000000,1.000000,-1.000000,15.741041,15.165507,5.677134,3.231259,1.016548,
29.000000,54.000000,-95.061222,-0.722407,2.000000,1.000000,-1.000000,0.932683,1.110428,0.291483,0.195411,0.048776,
41.000000,64.000000,-64.464895,-1.230923,2.000000,1.000000,-1.000000,0.821748,1.140358,0.553998,0.236448,0.047993,
44.000000,67.000000,-89.327950,-6.090236,2.000000,1.000000,-1.000000,0.513688,1.483631,0.580775,0.207154,0.035957,
64.000000,70.000000,-131.762308,-0.339221,2.000000,1.000000,-1.000000,0.753616,0.734773,0.303129,0.279124,0.038143,
88.000000,87.000000,-65.926083,-0.972421,2.000000,1.000000,-1.000000,1.682049,1.987038,2.228114,1.828453,0.266131,
74.000000,88.000000,-64.385667,-0.959639,2.000000,1.000000,-1.000000,2.061934,5.306876,2.875681,0.820431,0.321476,
60.000000,83.000000,-87.108397,-0.905356,2.000000,1.000000,-1.000000,1.575051,2.399641,0.982608,0.421362,0.087129,
53.000000,87.000000,-67.664834,-1.205102,2.000000,1.000000,-1.000000,1.162241,1.078744,0.317643,0.171031,0.044681,
60.000000,77.000000,-65.206861,-5.092030,2.000000,1.000000,-1.000000,1.900750,2.542710,0.867422,0.165174,0.038658,
78.000000,75.000000,-60.723526,-1.721375,2.000000,1.000000,-1.000000,0.633228,1.564459,0.946866,0.366400,0.144588,
83.000000,77.000000,-68.375225,-4.833303,2.000000,1.000000,-1.000000,2.552392,6.604085,6.358937,2.604868,0.401459,
69.000000,66.000000,-62.496202,-0.743798,2.000000,1.000000,-1.000000,1.225751,1.401745,0.603326,0.204311,0.032480,
60.000000,66.000000,-65.428622,-0.758701,2.000000,1.000000,-1.000000,1.049358,1.306853,0.597635,0.155495,0.033623,
44.000000,63.000000,-181.657425,-6.234245,2.000000,1.000000,-1.000000,0.837173,1.760605,1.075349,0.349257,0.068225,
43.000000,60.000000,-68.652550,-1.572841,2.000000,1.000000,-1.000000,17.294885,18.051581,20.320467,9.851968,2.713046,
